Store,Dept,Date,IsHoliday,Weekly_Pred
1,29,2011-04-08,False,3888.896277018884
1,29,2011-04-15,False,4071.069693597912
1,29,2011-04-22,False,3971.4299174124144
1,29,2011-04-29,False,3856.051558671289
1,30,2011-03-04,False,3986.8236555087205
1,30,2011-03-11,False,3064.0980427111012
1,30,2011-03-18,False,3276.8745902799433
1,30,2011-03-25,False,2934.877980894197
1,30,2011-04-01,False,3754.772707728327
1,30,2011-04-08,False,3827.353225082172
1,30,2011-04-15,False,4082.862771914135
1,30,2011-04-22,False,3721.79399740972
1,30,2011-04-29,False,3391.5435693814925
1,31,2011-03-04,False,2198.457442981938
1,31,2011-03-11,False,1702.9495577289506
1,31,2011-03-18,False,1443.805348566329
1,31,2011-03-25,False,1286.8513281069952
1,31,2011-04-01,False,1105.5255282487005
1,31,2011-04-08,False,1288.74997981935
1,31,2011-04-15,False,1559.6790245191232
1,31,2011-04-22,False,1357.9310296465392
1,31,2011-04-29,False,1217.5068784872365
1,32,2011-03-04,False,7267.196440883235
1,32,2011-03-11,False,6599.647845670522
1,32,2011-03-18,False,6892.710454779822
1,32,2011-03-25,False,5394.28751340541
1,32,2011-04-01,False,5974.915228217933
1,32,2011-04-08,False,6374.854319028887
1,32,2011-04-15,False,5969.881232269156
1,32,2011-04-22,False,5561.301376438905
1,32,2011-04-29,False,5935.491563633947
1,33,2011-03-04,False,5659.596157279439
1,33,2011-03-11,False,4592.321003119283
1,33,2011-03-18,False,5671.95558532448
1,33,2011-03-25,False,3597.2188951439307
1,33,2011-04-01,False,6382.577369713449
1,33,2011-04-08,False,5255.6117059094695
1,33,2011-04-15,False,4054.064878951987
1,33,2011-04-22,False,4121.216051095881
1,33,2011-04-29,False,3934.766991441479
1,34,2011-03-04,False,12724.340759696704
1,34,2011-03-11,False,10778.991170058183
1,34,2011-03-18,False,12570.691542396831
1,34,2011-03-25,False,9592.543692421763
1,34,2011-04-01,False,10734.006413624787
1,34,2011-04-08,False,13845.725789982469
1,34,2011-04-15,False,11586.723477998596
1,34,2011-04-22,False,10751.071730825792
1,34,2011-04-29,False,10688.721190182516
1,35,2011-03-04,False,2930.694991647559
1,35,2011-03-11,False,3083.9708072054627
1,35,2011-03-18,False,2994.6474025842667
1,35,2011-03-25,False,2798.6202956958123
1,35,2011-04-01,False,3192.7844146879634
1,35,2011-04-08,False,3489.0251148021534
1,35,2011-04-15,False,2984.2311325506253
1,35,2011-04-22,False,3092.0156837802074
1,35,2011-04-29,False,3244.9445254493908
1,36,2011-03-04,False,936.410713477421
1,36,2011-03-11,False,1388.7018115617805
1,36,2011-03-18,False,1918.3615439820726
1,36,2011-03-25,False,1170.9062685785334
1,36,2011-04-01,False,1326.9551279063076
1,36,2011-04-08,False,1342.808407032835
1,36,2011-04-15,False,1254.9054176528766
1,36,2011-04-22,False,1156.5231279542284
1,36,2011-04-29,False,1689.321892146893
1,37,2011-03-04,False,3631.8416058312296
1,37,2011-03-11,False,3090.390830740168
1,37,2011-03-18,False,3380.0662214578565
1,37,2011-03-25,False,2961.8887589663327
1,37,2011-04-01,False,3372.360364962572
1,37,2011-04-08,False,3122.4000952104384
1,37,2011-04-15,False,3072.899809688442
1,37,2011-04-22,False,3067.0504497823777
1,37,2011-04-29,False,3303.8841990460364
1,38,2011-03-04,False,82596.89026961254
1,38,2011-03-11,False,73335.48577046343
1,38,2011-03-18,False,46268.873264511916
1,38,2011-03-25,False,70462.36332398366
1,38,2011-04-01,False,77173.98614907716
1,38,2011-04-08,False,74039.11682546618
1,38,2011-04-15,False,55870.80044621619
1,38,2011-04-22,False,58700.14608875809
1,38,2011-04-29,False,96987.57341969019
1,40,2011-03-04,False,67294.11144385654
1,40,2011-03-11,False,62677.20287486348
1,40,2011-03-18,False,60044.59526280474
1,40,2011-03-25,False,58165.17748429192
1,40,2011-04-01,False,61368.530479903195
1,40,2011-04-08,False,58104.51092840575
1,40,2011-04-15,False,58936.25913820983
1,40,2011-04-22,False,58767.753114590756
1,40,2011-04-29,False,58343.80116208925
1,41,2011-03-04,False,983.3658037039684
1,41,2011-03-11,False,844.7309124702829
1,41,2011-03-18,False,958.2955222322755
1,41,2011-03-25,False,890.3059774478711
1,41,2011-04-01,False,867.1774345679753
1,41,2011-04-08,False,1274.461834319465
1,41,2011-04-15,False,971.468594137319
1,41,2011-04-22,False,862.2846535299798
1,41,2011-04-29,False,906.676320593614
1,42,2011-03-04,False,9697.534656704676
1,42,2011-03-11,False,9542.602826730837
1,42,2011-03-18,False,9751.969558440218
1,42,2011-03-25,False,8791.486480479374
1,42,2011-04-01,False,10085.678763904312
1,42,2011-04-08,False,9308.287185999308
1,42,2011-04-15,False,8983.63749724245
1,42,2011-04-22,False,8363.270477664968
1,42,2011-04-29,False,8788.552107340342
1,44,2011-03-04,False,4569.852679049587
1,44,2011-03-11,False,4369.691941340174
1,44,2011-03-18,False,3880.8358095919007
1,44,2011-03-25,False,4278.803751811756
1,44,2011-04-01,False,4667.530284264031
1,44,2011-04-08,False,4525.506496942328
1,44,2011-04-15,False,4438.618852784724
1,44,2011-04-22,False,4584.104169349843
1,44,2011-04-29,False,4259.193725121837
1,45,2011-03-04,False,30.411482632187315
1,45,2011-03-11,False,25.333276956395494
1,45,2011-03-18,False,9.635560724250283
1,45,2011-04-22,False,10.870810138937966
1,46,2011-03-04,False,20906.148790085896
1,46,2011-03-11,False,18813.534671105466
1,46,2011-03-18,False,18340.632385842247
1,46,2011-03-25,False,16685.921404690293
1,46,2011-04-01,False,19528.727330457554
1,46,2011-04-08,False,18979.69214645672
1,46,2011-04-15,False,18617.992498640997
1,46,2011-04-22,False,18790.35659983775
1,46,2011-04-29,False,18858.20840693296
1,47,2011-03-11,False,0.0
1,47,2011-04-08,False,202.76908192190206
1,48,2011-03-04,False,607.6607373879069
1,48,2011-03-11,False,159.43392784332354
1,48,2011-03-18,False,596.3420229096135
1,48,2011-03-25,False,986.0274150602306
1,48,2011-04-01,False,376.4138691812119
1,48,2011-04-08,False,839.9269593107753
1,48,2011-04-15,False,824.8350924325944
1,48,2011-04-22,False,836.4721084673819
1,49,2011-03-04,False,13700.85656202271
1,49,2011-03-11,False,10928.0835432604
1,49,2011-03-18,False,9793.182725357967
1,49,2011-03-25,False,9795.332157854224
1,49,2011-04-01,False,10110.22224679851
1,49,2011-04-08,False,8080.5636981961
1,49,2011-04-15,False,9796.878676231556
1,49,2011-04-22,False,10031.54454291768
1,49,2011-04-29,False,7726.045631012292
1,52,2011-03-04,False,2645.7423761376995
1,52,2011-03-11,False,2664.2350296826085
1,52,2011-03-18,False,2829.546113243942
1,52,2011-03-25,False,2533.096050161594
1,52,2011-04-01,False,2992.3879617818548
1,52,2011-04-08,False,2466.787314946616
1,52,2011-04-15,False,2083.449770072237
1,52,2011-04-22,False,2248.1590568637894
1,52,2011-04-29,False,2298.090755969244
1,54,2011-03-04,False,0.0
1,54,2011-03-11,False,0.0
1,54,2011-03-18,False,0.0
1,54,2011-03-25,False,0.0
1,54,2011-04-01,False,0.0
1,54,2011-04-15,False,0.0
1,54,2011-04-22,False,0.0
1,54,2011-04-29,False,0.0
1,55,2011-03-04,False,14054.608383544426
1,55,2011-03-11,False,13057.634165090038
1,55,2011-03-18,False,13722.747881556545
1,55,2011-03-25,False,10628.45482916788
1,55,2011-04-01,False,12051.179314618155
1,55,2011-04-08,False,11690.926787828557
1,55,2011-04-15,False,8808.830944064674
1,55,2011-04-22,False,9303.962525583693
1,55,2011-04-29,False,9188.074099447047
1,56,2011-03-04,False,6223.389066343594
1,56,2011-03-11,False,8025.7640745676945
1,56,2011-03-18,False,10811.841485114795
1,56,2011-03-25,False,7634.214137886642
1,56,2011-04-01,False,14518.941750140179
1,56,2011-04-08,False,14363.085290578123
1,56,2011-04-15,False,15432.2314697286
1,56,2011-04-22,False,13291.156333840865
1,56,2011-04-29,False,13577.72579798425
1,58,2011-03-04,False,1962.2451735743462
1,58,2011-03-11,False,1372.1917363133637
1,58,2011-03-18,False,2340.7634837616274
1,58,2011-03-25,False,1334.674756390487
1,58,2011-04-01,False,1242.6171183676624
1,58,2011-04-08,False,2163.8085178108286
1,58,2011-04-15,False,1675.3281859828085
1,58,2011-04-22,False,2550.349139279276
1,58,2011-04-29,False,1225.9564077494283
1,59,2011-03-04,False,257.39232728696754
1,59,2011-03-11,False,264.70404154158746
1,59,2011-03-18,False,184.80706536571552
1,59,2011-03-25,False,209.61895565041254
1,59,2011-04-01,False,245.12293517715466
1,59,2011-04-08,False,57.7032030147011
1,59,2011-04-15,False,83.01973045344539
1,59,2011-04-22,False,0.0
1,59,2011-04-29,False,0.0
1,60,2011-03-04,False,1411.9856749827447
1,60,2011-03-11,False,1007.9275542576568
1,60,2011-03-18,False,851.3572906449435
1,60,2011-03-25,False,938.9509314498986
1,60,2011-04-01,False,1248.9964112952578
1,60,2011-04-08,False,1103.1085522262908
1,60,2011-04-15,False,1016.1968553222338
1,60,2011-04-22,False,810.3175734528272
1,60,2011-04-29,False,1037.3067403192674
1,67,2011-03-04,False,5579.970742584324
1,67,2011-03-11,False,5304.039864833467
1,67,2011-03-18,False,5354.4512417298165
1,67,2011-03-25,False,4921.8396370860055
1,67,2011-04-01,False,6291.045530618088
1,67,2011-04-08,False,5406.45615952916
1,67,2011-04-15,False,4575.522281930561
1,67,2011-04-22,False,5138.464563993783
1,67,2011-04-29,False,6569.368365667085
1,71,2011-03-04,False,2829.9150948535744
1,71,2011-03-11,False,2776.972345002472
1,71,2011-03-18,False,2676.1537554179417
1,71,2011-03-25,False,2159.8059675735303
1,71,2011-04-01,False,2479.0540143670687
1,71,2011-04-08,False,2112.64594186225
1,71,2011-04-15,False,1633.218516401906
1,71,2011-04-22,False,1842.8837352297478
1,71,2011-04-29,False,1589.790492977505
1,72,2011-03-04,False,54543.41140200741
1,72,2011-03-11,False,33347.06672388781
1,72,2011-03-18,False,36111.1826116304
1,72,2011-03-25,False,31401.671601837978
1,72,2011-04-01,False,32954.72364379594
1,72,2011-04-08,False,29668.606087036438
1,72,2011-04-15,False,29888.096239789327
1,72,2011-04-22,False,33816.72144032499
1,72,2011-04-29,False,26962.454362951845
1,74,2011-03-04,False,12946.815793863887
1,74,2011-03-11,False,11408.207576411014
1,74,2011-03-18,False,10977.560622605728
1,74,2011-03-25,False,9644.862596660703
1,74,2011-04-01,False,9870.886411551048
1,74,2011-04-08,False,9748.273089920871
1,74,2011-04-15,False,9473.038873105814
1,74,2011-04-22,False,9447.095500917803
1,74,2011-04-29,False,9927.588928995923
1,79,2011-03-04,False,41931.349042222566
1,79,2011-03-11,False,29986.802196323406
1,79,2011-03-18,False,28945.711477746667
1,79,2011-03-25,False,26579.157078307293
1,79,2011-04-01,False,37445.3526089235
1,79,2011-04-08,False,34261.20507899477
1,79,2011-04-15,False,29684.195878134295
1,79,2011-04-22,False,26801.51293118332
1,79,2011-04-29,False,27276.78617498496
1,80,2011-03-04,False,16425.68331074135
1,80,2011-03-11,False,16170.411306486492
1,80,2011-03-18,False,15922.592269912362
1,80,2011-03-25,False,15336.363692730092
1,80,2011-04-01,False,15846.631735137054
1,80,2011-04-08,False,16967.89467715601
1,80,2011-04-15,False,16600.99798828491
1,80,2011-04-22,False,15766.860999037264
1,80,2011-04-29,False,15147.283782190687
1,81,2011-03-04,False,29428.45149162836
1,81,2011-03-11,False,29173.594229769333
1,81,2011-03-18,False,29052.143259291995
1,81,2011-03-25,False,27801.17487005698
1,81,2011-04-01,False,29490.514394289185
1,81,2011-04-08,False,30872.309250965027
1,81,2011-04-15,False,29361.820892260705
1,81,2011-04-22,False,28180.336875877463
1,81,2011-04-29,False,28209.19045796493
1,82,2011-03-04,False,24049.588880027786
1,82,2011-03-11,False,21151.208354505845
1,82,2011-03-18,False,21222.4164549423
1,82,2011-03-25,False,19737.984142785754
1,82,2011-04-01,False,21646.681595338585
1,82,2011-04-08,False,21602.7671679419
1,82,2011-04-15,False,20891.297394037883
1,82,2011-04-22,False,20429.917585896812
1,82,2011-04-29,False,20531.37820920657
1,83,2011-03-04,False,6793.2374744349245
1,83,2011-03-11,False,5563.590071000233
1,83,2011-03-18,False,5204.340135011846
1,83,2011-03-25,False,4380.0653683561995
1,83,2011-04-01,False,6954.116600611483
1,83,2011-04-08,False,5227.112231539463
1,83,2011-04-15,False,5142.713264256825
1,83,2011-04-22,False,3822.9267007497674
1,83,2011-04-29,False,3169.4212319040944
1,85,2011-03-04,False,2446.4836392899206
1,85,2011-03-11,False,2238.5406667171524
1,85,2011-03-18,False,2137.1191898372863
1,85,2011-03-25,False,1862.1088588405212
1,85,2011-04-01,False,2064.864192396594
1,85,2011-04-08,False,898.7924726696046
1,85,2011-04-15,False,2709.4990836197703
1,85,2011-04-22,False,2332.975628887325
1,85,2011-04-29,False,2346.8522616084774
1,87,2011-03-04,False,55412.84443118367
1,87,2011-03-11,False,43487.87691502915
1,87,2011-03-18,False,52061.05233474867
1,87,2011-03-25,False,48152.87452117156
1,87,2011-04-01,False,56697.88715603553
1,87,2011-04-08,False,53823.291369139966
1,87,2011-04-15,False,55427.74151105224
1,87,2011-04-22,False,54479.30873469737
1,87,2011-04-29,False,55174.89429831202
1,90,2011-03-04,False,81317.90104723547
1,90,2011-03-11,False,77323.30968695969
1,90,2011-03-18,False,76320.12849628666
1,90,2011-03-25,False,73734.15370764444
1,90,2011-04-01,False,81124.90561048879
1,90,2011-04-08,False,78108.55357063655
1,90,2011-04-15,False,75217.10800352012
1,90,2011-04-22,False,70999.76973517166
1,90,2011-04-29,False,70171.21111903046
1,91,2011-03-04,False,67241.33668613034
1,91,2011-03-11,False,68286.96130621713
1,91,2011-03-18,False,65545.6144644679
1,91,2011-03-25,False,59489.41993270254
1,91,2011-04-01,False,62029.81783198196
1,91,2011-04-08,False,66873.34725065701
1,91,2011-04-15,False,68281.87659056371
1,91,2011-04-22,False,62169.405895299315
1,91,2011-04-29,False,58787.74246894467
1,92,2011-03-04,False,139343.0609806493
1,92,2011-03-11,False,132960.02626268019
1,92,2011-03-18,False,125845.25182072644
1,92,2011-03-25,False,116928.78557321642
1,92,2011-04-01,False,129682.96646050464
1,92,2011-04-08,False,132149.34519485533
1,92,2011-04-15,False,126389.77400290102
1,92,2011-04-22,False,114828.87866604717
1,92,2011-04-29,False,110275.7909747271
1,93,2011-03-04,False,72233.32867332325
1,93,2011-03-11,False,72855.64289853239
1,93,2011-03-18,False,69869.7251020554
1,93,2011-03-25,False,61377.4267873577
1,93,2011-04-01,False,72814.30925862596
1,93,2011-04-08,False,77960.27621819035
1,93,2011-04-15,False,73921.0351548185
1,93,2011-04-22,False,64711.211708155046
1,93,2011-04-29,False,62146.74009706514
1,94,2011-03-04,False,60386.05991421787
1,94,2011-03-11,False,61196.64424925799
1,94,2011-03-18,False,62841.02006302509
1,94,2011-03-25,False,59430.9953523601
1,94,2011-04-01,False,64604.20082818464
1,94,2011-04-08,False,69375.56753505257
1,94,2011-04-15,False,65896.24331917164
1,94,2011-04-22,False,62061.37363417166
1,94,2011-04-29,False,60421.96485862856
1,95,2011-03-04,False,116223.8412921689
1,95,2011-03-11,False,116810.06983561421
1,95,2011-03-18,False,118852.42479131925
1,95,2011-03-25,False,109895.44307812006
1,95,2011-04-01,False,117407.49073100068
1,95,2011-04-08,False,121522.24108436184
1,95,2011-04-15,False,126396.24631150425
1,95,2011-04-22,False,115949.29269924617
1,95,2011-04-29,False,113807.78571990697
1,96,2011-03-04,False,28271.62676555737
1,96,2011-03-11,False,28357.42564013403
1,96,2011-03-18,False,28364.94403284895
1,96,2011-03-25,False,28537.422936268922
1,96,2011-04-01,False,28321.623922499333
1,96,2011-04-08,False,28528.250044716093
1,96,2011-04-15,False,28375.354616509758
1,96,2011-04-22,False,28357.661773415777
1,96,2011-04-29,False,28500.049897457167
1,97,2011-03-04,False,33990.36354453698
1,97,2011-03-11,False,35241.78145863678
1,97,2011-03-18,False,34481.02991059432
1,97,2011-03-25,False,31563.817113222503
1,97,2011-04-01,False,33113.50209096576
1,97,2011-04-08,False,36087.98010572483
1,97,2011-04-15,False,36327.15640397712
1,97,2011-04-22,False,32542.34745684735
1,97,2011-04-29,False,31913.942985075464
1,98,2011-03-04,False,11217.498899182709
1,98,2011-03-11,False,11209.870726534406
1,98,2011-03-18,False,11211.658047835303
1,98,2011-03-25,False,11146.474267880194
1,98,2011-04-01,False,13876.681703831357
1,98,2011-04-08,False,12468.957440459446
1,98,2011-04-15,False,11203.418428309065
1,98,2011-04-22,False,10692.577893922617
1,98,2011-04-29,False,10419.562855555581
1,99,2011-03-04,False,0.0006855375609961306
1,99,2011-03-11,False,0.0004347826086956522
2,1,2011-03-04,False,23790.93592501359
2,1,2011-03-11,False,23860.61527728386
2,1,2011-03-18,False,25347.133645007143
2,1,2011-03-25,False,29163.398725373856
2,1,2011-04-01,False,76394.47161079588
2,1,2011-04-08,False,61694.22173483246
2,1,2011-04-15,False,18371.210311923867
2,1,2011-04-22,False,16589.457565628738
2,1,2011-04-29,False,17826.21925283882
2,2,2011-03-04,False,68776.36541488067
2,2,2011-03-11,False,65374.49425779811
2,2,2011-03-18,False,63972.97079335918
2,2,2011-03-25,False,61570.112834492604
2,2,2011-04-01,False,66231.54280575573
2,2,2011-04-08,False,65031.004459500524
2,2,2011-04-15,False,66676.4922286536
2,2,2011-04-22,False,66493.69323505957
